V1	V2.x	V3	V4	V5	len	grp	diff
NC_021684.1	Gnomon	intron	9535610	9535693	83	5339	1
NC_021684.1	Gnomon	exon	9535694	9535747	53	5340	1
NC_021684.1	Gnomon	intron	9535748	9535963	215	5341	1
NC_021684.1	Gnomon	exon	9535964	9536017	53	5342	1
NC_021684.1	Gnomon	intron	9536018	9536093	75	5343	1
NC_021684.1	Gnomon	exon	9536094	9536156	62	5344	1
NC_021684.1	Gnomon	intron	9536157	9536258	101	5345	1
NC_021684.1	Gnomon	exon	9536259	9536321	62	5346	1
NC_021684.1	Gnomon	intron	9536322	9536611	289	5347	1
NC_021684.1	Gnomon	exon	9536612	9536728	116	5348	1
NC_021684.1	Gnomon	intron	9536729	9537086	357	5349	1
NC_021684.1	Gnomon	exon	9537087	9537164	77	5350	1
NC_021684.1	Gnomon	intron	9537165	9537240	75	5351	1
NC_021684.1	Gnomon	exon	9537241	9537294	53	5352	1
NC_021684.1	Gnomon	intron	9537295	9537491	196	5353	1
NC_021684.1	Gnomon	exon	9537492	9537540	48	5354	1
NC_021684.1	Gnomon	intron	9537541	9537618	77	5355	1
NC_021684.1	Gnomon	exon	9537619	9537654	35	5356	1
NC_021684.1	Gnomon	intron	9537655	9538074	419	5357	1
NC_021684.1	Gnomon	exon	9538075	9538164	89	5358	1
NC_021684.1	Gnomon	intron	9538165	9538501	336	5359	1
NC_021684.1	Gnomon	exon	9538502	9538585	83	5360	1
NC_021684.1	Gnomon	intron	9538586	9538677	91	5361	1
NC_021684.1	Gnomon	exon	9538678	9538797	119	5362	1
NC_021684.1	Gnomon	intron	9538798	9539472	674	5363	1
NC_021684.1	Gnomon	exon	9539473	9539640	167	5364	1
NC_021684.1	Gnomon	intron	9539641	9539770	129	5365	1
NC_021684.1	Gnomon	exon	9539771	9541700	1929	5366	1
NC_021684.1	Gnomon	intron	9541701	9541769	68	5367	1
NC_021684.1	Gnomon	exon	9541770	9542143	373	5368	1
NC_021684.1	Gnomon	intron	9542144	9543105	961	5369	1
NC_021684.1	Gnomon	exon	9543106	9544014	908	5370	1
NC_021684.1	Gnomon	intron	9544015	9545590	1575	5371	1
NC_021684.1	Gnomon	exon	9545591	9545690	99	5372	1
NC_021684.1	Gnomon	intron	9545691	9548107	2416	5373	1
NC_021684.1	Gnomon	exon	9548108	9548160	52	5374	1
NC_021684.1	Gnomon	intron	9548161	9548934	773	5375	1
NC_021684.1	Gnomon	exon	9548935	9549015	80	5376	1
NC_021684.1	Gnomon	intron	9549016	9549112	96	5377	1
NC_021684.1	Gnomon	exon	9549113	9549184	71	5378	1
NC_021684.1	Gnomon	intron	9549185	9550094	909	5379	1
NC_021684.1	Gnomon	exon	9550095	9550174	79	5380	1
NC_021684.1	Gnomon	intron	9550175	9551071	896	5381	1
NC_021684.1	Gnomon	exon	9551072	9551147	75	5382	1
NC_021684.1	Gnomon	intron	9551148	9551301	153	5383	1
NC_021684.1	Gnomon	exon	9551302	9551394	92	5384	1
NC_021684.1	Gnomon	intron	9551395	9551723	328	5385	1
NC_021684.1	Gnomon	exon	9551724	9551810	86	5386	1
NC_021684.1	Gnomon	intron	9551811	9551959	148	5387	1
NC_021684.1	Gnomon	exon	9551960	9552117	157	5388	1
NC_021684.1	Gnomon	intron	9552118	9552708	590	5389	1
NC_021684.1	Gnomon	exon	9552709	9552842	133	5390	1
NC_021684.1	Gnomon	intron	9552843	9553413	570	5391	1
NC_021684.1	Gnomon	exon	9553414	9553481	67	5392	1
NC_021684.1	Gnomon	intron	9553482	9554214	732	5393	1
NC_021684.1	Gnomon	exon	9554215	9554403	188	5394	1
NC_021684.1	Gnomon	intron	9554404	9554846	442	5395	1
NC_021684.1	Gnomon	exon	9554847	9554942	95	5396	1
NC_021684.1	Gnomon	intron	9554943	9556286	1343	5397	1
NC_021684.1	Gnomon	exon	9556287	9556530	243	5398	1
NC_021684.1	Gnomon	intron	9556531	9556917	386	5399	1
NC_021684.1	Gnomon	exon	9556918	9556993	75	5400	1
NC_021684.1	Gnomon	intron	9556994	9557274	280	5401	1
NC_021684.1	Gnomon	exon	9557275	9557378	103	5402	1
NC_021684.1	Gnomon	intron	9557379	9557490	111	5403	1
NC_021684.1	Gnomon	exon	9557491	9557616	125	5404	1
NC_021684.1	Gnomon	intron	9557617	9558012	395	5405	1
NC_021684.1	Gnomon	exon	9558013	9558081	68	5406	1
NC_021684.1	Gnomon	intron	9558082	9558447	365	5407	1
NC_021684.1	Gnomon	exon	9558448	9558590	142	5408	1
NC_021684.1	Gnomon	intron	9558591	9560043	1452	5409	1
NC_021684.1	Gnomon	exon	9560044	9560215	171	5410	1
NC_021684.1	Gnomon	intron	9560216	9561167	951	5411	1
NC_021684.1	Gnomon	exon	9561168	9561265	97	5412	1
NC_021684.1	Gnomon	intron	9561266	9562566	1300	5413	1
NC_021684.1	Gnomon	exon	9562567	9562705	138	5414	1
NC_021684.1	Gnomon	intron	9562706	9563639	933	5415	1
NC_021684.1	Gnomon	exon	9563640	9563738	98	5416	1
NC_021684.1	Gnomon	intron	9563739	9564312	573	5417	1
NC_021684.1	Gnomon	exon	9564313	9564609	296	5418	1
NC_021684.1	Gnomon	intron	9564610	9565605	995	5419	1
NC_021684.1	Gnomon	exon	9565606	9565683	77	5420	1
NC_021684.1	Gnomon	intron	9565684	9567535	1851	5421	1
NC_021684.1	Gnomon	exon	9567536	9567679	143	5422	1
NC_021684.1	Gnomon	intron	9567680	9568006	326	5423	1
NC_021684.1	Gnomon	exon	9568007	9568129	122	5424	1
NC_021684.1	Gnomon	intron	9568130	9568689	559	5425	1
NC_021684.1	Gnomon	exon	9568690	9568850	160	5426	1
NC_021684.1	Gnomon	intron	9568851	9569313	462	5427	1
NC_021684.1	Gnomon	exon	9569314	9569506	192	5428	1
NC_021684.1	Gnomon	intron	9569507	9569910	403	5429	1
NC_021684.1	Gnomon	exon	9569911	9571047	1136	5430	1
NC_021684.1	Gnomon	intron	9571048	9573438	2390	5431	1
NC_021684.1	Gnomon	exon	9573439	9573997	558	5432	1
NC_021684.1	Gnomon	intron	9573998	9580110	6112	5433	1
NC_021684.1	Gnomon	exon	9580111	9581085	974	5434	1
NC_021684.1	Gnomon	intron	9581086	9592499	11413	5435	1
NC_021684.1	Gnomon	exon	9592500	9592706	206	5436	1
NC_021684.1	Gnomon	intron	9592707	9592846	139	5437	1
NC_021684.1	Gnomon	exon	9592847	9592975	128	5438	1
NC_021684.1	Gnomon	intron	9592976	9593583	607	5439	1
NC_021684.1	Gnomon	exon	9593584	9593802	218	5440	1
NC_021684.1	Gnomon	intron	9593803	9594592	789	5441	1
NC_021684.1	Gnomon	exon	9594593	9594719	126	5442	1
NC_021684.1	Gnomon	intron	9594720	9595794	1074	5443	1
NC_021684.1	Gnomon	exon	9595795	9595855	60	5444	1
NC_021684.1	Gnomon	intron	9595856	9613034	17178	5445	1
NC_021684.1	Gnomon	exon	9613035	9613135	100	5446	1
NC_021684.1	Gnomon	intron	9613136	9625378	12242	5447	1
NC_021684.1	Gnomon	exon	9625379	9625633	254	5448	1
NC_021684.1	Gnomon	intron	9625634	9626766	1132	5449	1
NC_021684.1	Gnomon	exon	9626767	9626831	64	5450	1
NC_021684.1	Gnomon	intron	9626832	9627884	1052	5451	1
NC_021684.1	Gnomon	exon	9627885	9628191	306	5452	1
NC_021684.1	Gnomon	intron	9628192	9628427	235	5453	1
NC_021684.1	Gnomon	exon	9628428	9628637	209	5454	1
NC_021684.1	Gnomon	intron	9628638	9629586	948	5455	1
NC_021684.1	Gnomon	exon	9629587	9629779	192	5456	1
NC_021684.1	Gnomon	intron	9629780	9630106	326	5457	1
NC_021684.1	Gnomon	exon	9630107	9630206	99	5458	1
NC_021684.1	Gnomon	intron	9630207	9630463	256	5459	1
NC_021684.1	Gnomon	exon	9630464	9630602	138	5460	1
NC_021684.1	Gnomon	intron	9630603	9630774	171	5461	1
NC_021684.1	Gnomon	exon	9630775	9630894	119	5462	1
NC_021684.1	Gnomon	intron	9630895	9631364	469	5463	1
NC_021684.1	Gnomon	exon	9631365	9631610	245	5464	1
NC_021684.1	Gnomon	intron	9631611	9632629	1018	5465	1
NC_021684.1	Gnomon	exon	9632630	9633223	593	5466	1
NC_021684.1	Gnomon	intron	9633224	9676029	42805	5467	1
NC_021684.1	Gnomon	exon	9676030	9677272	1242	5468	1
NC_021684.1	Gnomon	intron	9677273	9678822	1549	5469	1
NC_021684.1	Gnomon	exon	9678823	9678952	129	5470	1
NC_021684.1	Gnomon	intron	9678953	9685293	6340	5471	1
NC_021684.1	Gnomon	exon	9685294	9685567	273	5472	1
NC_021684.1	Gnomon	intron	9685568	9686100	532	5473	1
NC_021684.1	Gnomon	exon	9686101	9687470	1369	5474	1
NC_021684.1	Gnomon	intron	9687471	9687510	39	5475	1
NC_021684.1	Gnomon	exon	9687511	9687930	419	5476	1
NC_021684.1	Gnomon	intron	9687931	9691349	3418	5477	1
NC_021684.1	Gnomon	exon	9691350	9691495	145	5478	1
NC_021684.1	Gnomon	intron	9691496	9694443	2947	5479	1
NC_021684.1	Gnomon	exon	9694444	9694569	125	5480	1
NC_021684.1	Gnomon	intron	9694570	9695406	836	5481	1
NC_021684.1	Gnomon	exon	9695407	9696163	756	5482	1
NC_021684.1	Gnomon	intron	9696164	9756916	60752	5483	1
NC_021684.1	Gnomon	exon	9756917	9757798	881	5484	1
NC_021684.1	Gnomon	intron	9757799	9800310	42511	5485	1
NC_021684.1	Gnomon	exon	9800311	9800393	82	5486	1
NC_021684.1	Gnomon	intron	9800394	9800811	417	5487	1
NC_021684.1	Gnomon	exon	9800812	9800970	158	5488	1
NC_021684.1	Gnomon	intron	9800971	9802042	1071	5489	1
NC_021684.1	Gnomon	exon	9802043	9802143	100	5490	1
NC_021684.1	Gnomon	intron	9802144	9909793	107649	5491	1
NC_021684.1	Gnomon	exon	9909794	9913221	3427	5492	1
NC_021684.1	Gnomon	intron	9913222	9953029	39807	5493	1
NC_021684.1	Gnomon	exon	9953030	9953182	152	5494	1
NC_021684.1	Gnomon	intron	9953183	9969360	16177	5495	1
NC_021684.1	Gnomon	exon	9969361	9970006	645	5496	1
NC_021684.1	Gnomon	intron	9970007	9998806	28799	5497	1
NC_021684.1	Gnomon	exon	9998807	9998971	164	5498	1
NC_021684.1	Gnomon	intron	9998972	10000523	1551	5499	1
NC_021684.1	Gnomon	exon	10000524	10000620	96	5500	1
NC_021684.1	Gnomon	intron	10000621	10002896	2275	5501	1
NC_021684.1	Gnomon	exon	10002897	10003104	207	5502	1
NC_021684.1	Gnomon	intron	10003105	10035661	32556	5503	1
NC_021684.1	Gnomon	exon	10035662	10035846	184	5504	1
NC_021684.1	Gnomon	intron	10035847	10035904	57	5505	1
NC_021684.1	Gnomon	exon	10035905	10036004	99	5506	1
NC_021684.1	Gnomon	intron	10036005	10040059	4054	5507	1
NC_021684.1	Gnomon	exon	10040060	10040148	88	5508	1
NC_021684.1	Gnomon	intron	10040149	10042783	2634	5509	1
NC_021684.1	Gnomon	exon	10042784	10042820	36	5510	1
NC_021684.1	Gnomon	intron	10042821	10043452	631	5511	1
NC_021684.1	Gnomon	exon	10043453	10043613	160	5512	1
NC_021684.1	Gnomon	intron	10043614	10044319	705	5513	1
NC_021684.1	Gnomon	exon	10044320	10044406	86	5514	1
NC_021684.1	Gnomon	intron	10044407	10045150	743	5515	1
NC_021684.1	Gnomon	exon	10045151	10045283	132	5516	1
NC_021684.1	Gnomon	intron	10045284	10049138	3854	5517	1
NC_021684.1	Gnomon	exon	10049139	10049290	151	5518	1
NC_021684.1	Gnomon	intron	10049291	10050544	1253	5519	1
NC_021684.1	Gnomon	exon	10050545	10050634	89	5520	1
NC_021684.1	Gnomon	intron	10050635	10051459	824	5521	1
NC_021684.1	Gnomon	exon	10051460	10051609	149	5522	1
NC_021684.1	Gnomon	intron	10051610	10052951	1341	5523	1
NC_021684.1	Gnomon	exon	10052952	10053015	63	5524	1
NC_021684.1	Gnomon	intron	10053016	10054634	1618	5525	1
NC_021684.1	Gnomon	exon	10054635	10054833	198	5526	1
NC_021684.1	Gnomon	intron	10054834	10056554	1720	5527	1
NC_021684.1	Gnomon	exon	10056555	10056657	102	5528	1
NC_021684.1	Gnomon	intron	10056658	10059804	3146	5529	1
NC_021684.1	Gnomon	exon	10059805	10059896	91	5530	1
NC_021684.1	Gnomon	intron	10059897	10060196	299	5531	1
NC_021684.1	Gnomon	exon	10060197	10060596	399	5532	1
NC_021684.1	Gnomon	intron	10060597	10083917	23320	5533	1
NC_021684.1	Gnomon	exon	10083918	10084149	231	5534	1
NC_021684.1	Gnomon	intron	10084150	10084933	783	5535	1
NC_021684.1	Gnomon	exon	10084934	10085010	76	5536	1
NC_021684.1	Gnomon	intron	10085011	10086591	1580	5537	1
NC_021684.1	Gnomon	exon	10086592	10086783	191	5538	1
NC_021684.1	Gnomon	intron	10086784	10087088	304	5539	1
NC_021684.1	Gnomon	exon	10087089	10087286	197	5540	1
NC_021684.1	Gnomon	intron	10087287	10088014	727	5541	1
NC_021684.1	Gnomon	exon	10088015	10088175	160	5542	1
NC_021684.1	Gnomon	intron	10088176	10088872	696	5543	1
NC_021684.1	Gnomon	exon	10088873	10089026	153	5544	1
NC_021684.1	Gnomon	intron	10089027	10089226	199	5545	1
NC_021684.1	Gnomon	exon	10089227	10089336	109	5546	1
NC_021684.1	Gnomon	intron	10089337	10090661	1324	5547	1
NC_021684.1	Gnomon	exon	10090662	10090793	131	5548	1
NC_021684.1	Gnomon	intron	10090794	10091592	798	5549	1
NC_021684.1	Gnomon	exon	10091593	10091671	78	5550	1
NC_021684.1	Gnomon	intron	10091672	10091759	87	5551	1
NC_021684.1	Gnomon	exon	10091760	10091825	65	5552	1
NC_021684.1	Gnomon	intron	10091826	10092475	649	5553	1
NC_021684.1	Gnomon	exon	10092476	10092543	67	5554	1
NC_021684.1	Gnomon	intron	10092544	10093744	1200	5555	1
NC_021684.1	Gnomon	exon	10093745	10093826	81	5556	1
NC_021684.1	Gnomon	intron	10093827	10110790	16963	5557	1
NC_021684.1	Gnomon	exon	10110791	10111401	610	5558	1
NC_021684.1	Gnomon	intron	10111402	10124048	12646	5559	1
NC_021684.1	Gnomon	exon	10124049	10124246	197	5560	1
NC_021684.1	Gnomon	intron	10124247	10124358	111	5561	1
NC_021684.1	Gnomon	exon	10124359	10124482	123	5562	1
NC_021684.1	Gnomon	intron	10124483	10135591	11108	5563	1
NC_021684.1	Gnomon	exon	10135592	10135742	150	5564	1
NC_021684.1	Gnomon	intron	10135743	10138919	3176	5565	1
NC_021684.1	Gnomon	exon	10138920	10139190	270	5566	1
NC_021684.1	Gnomon	intron	10139191	10140104	913	5567	1
NC_021684.1	Gnomon	exon	10140105	10141236	1131	5568	1
NC_021684.1	Gnomon	intron	10141237	10149729	8492	5569	1
NC_021684.1	Gnomon	exon	10149730	10149840	110	5570	1
NC_021684.1	Gnomon	intron	10149841	10165975	16134	5571	1
NC_021684.1	Gnomon	exon	10165976	10166205	229	5571	1
NC_021684.1	Gnomon	intron	10166206	10167258	1052	5572	1
NC_021684.1	Gnomon	exon	10167259	10167397	138	5573	1
NC_021684.1	Gnomon	intron	10167398	10187260	19862	5574	1
NC_021684.1	Gnomon	exon	10187261	10187367	106	5575	1
NC_021684.1	Gnomon	intron	10187368	10212859	25491	5576	1
NC_021684.1	Gnomon	exon	10212860	10212996	136	5577	1
NC_021684.1	Gnomon	intron	10212997	10214461	1464	5578	1
NC_021684.1	Gnomon	exon	10214462	10214572	110	5579	1
NC_021684.1	Gnomon	intron	10214573	10218535	3962	5580	1
NC_021684.1	Gnomon	exon	10218536	10218625	89	5581	1
NC_021684.1	Gnomon	intron	10218626	10224444	5818	5582	1
NC_021684.1	Gnomon	exon	10224445	10224660	215	5583	1
NC_021684.1	Gnomon	intron	10224661	10225614	953	5584	1
NC_021684.1	Gnomon	exon	10225615	10226604	989	5585	1
NC_021684.1	Gnomon	intron	10226605	10235726	9121	5586	1
NC_021684.1	Gnomon	exon	10235727	10238460	2733	5587	1
NC_021684.1	Gnomon	intron	10238461	10240212	1751	5588	1
NC_021684.1	Gnomon	exon	10240213	10240413	200	5589	1
NC_021684.1	Gnomon	intron	10240414	10243189	2775	5590	1
NC_021684.1	Gnomon	exon	10243190	10243357	167	5591	1
NC_021684.1	Gnomon	intron	10243358	10243919	561	5592	1
NC_021684.1	Gnomon	exon	10243920	10244018	98	5593	1
NC_021684.1	Gnomon	intron	10244019	10249189	5170	5594	1
NC_021684.1	Gnomon	exon	10249190	10249305	115	5595	1
NC_021684.1	Gnomon	intron	10249306	10253930	4624	5596	1
NC_021684.1	Gnomon	exon	10253931	10254047	116	5597	1
NC_021684.1	Gnomon	intron	10254048	10255115	1067	5598	1
NC_021684.1	Gnomon	exon	10255116	10255161	45	5599	1
NC_021684.1	Gnomon	intron	10255162	10255998	836	5600	1
NC_021684.1	Gnomon	exon	10255999	10256158	159	5601	1
NC_021684.1	Gnomon	intron	10256159	10258070	1911	5602	1
NC_021684.1	Gnomon	exon	10258071	10258215	144	5603	1
NC_021684.1	Gnomon	intron	10258216	10259239	1023	5604	1
NC_021684.1	Gnomon	exon	10259240	10259295	55	5605	1
NC_021684.1	Gnomon	intron	10259296	10260362	1066	5606	1
NC_021684.1	Gnomon	exon	10260363	10260425	62	5607	1
NC_021684.1	Gnomon	intron	10260426	10261382	956	5608	1
NC_021684.1	Gnomon	exon	10261383	10261447	64	5609	1
NC_021684.1	Gnomon	intron	10261448	10261495	47	5610	1
NC_021684.1	Gnomon	exon	10261496	10261546	50	5611	1
NC_021684.1	Gnomon	intron	10261547	10261559	12	5612	1
NC_021684.1	Gnomon	non_coding	10261560	10264176	2616	5613	1
NC_021684.1	Gnomon	exon	10264177	10268534	4357	5614	1
NC_021684.1	Gnomon	intron	10268535	10268873	338	5615	1
NC_021684.1	Gnomon	exon	10268874	10269053	179	5616	1
NC_021684.1	Gnomon	intron	10269054	10270695	1641	5617	1
NC_021684.1	Gnomon	exon	10270696	10270757	61	5618	1
NC_021684.1	Gnomon	intron	10270758	10272435	1677	5619	1
NC_021684.1	Gnomon	exon	10272436	10272592	156	5620	1
NC_021684.1	Gnomon	intron	10272593	10275495	2902	5621	1
NC_021684.1	Gnomon	exon	10275496	10275570	74	5622	1
NC_021684.1	Gnomon	intron	10275571	10276592	1021	5623	1
NC_021684.1	Gnomon	exon	10276593	10277479	886	5624	1
NC_021684.1	Gnomon	intron	10277480	10288083	10603	5625	1
NC_021684.1	Gnomon	exon	10288084	10288377	293	5626	1
NC_021684.1	Gnomon	intron	10288378	10298369	9991	5627	1
NC_021684.1	Gnomon	exon	10298370	10298445	75	5628	1
NC_021684.1	Gnomon	intron	10298446	10308681	10235	5629	1
NC_021684.1	Gnomon	exon	10308682	10309707	1025	5630	1
NC_021684.1	Gnomon	intron	10309708	10310603	895	5631	1
NC_021684.1	Gnomon	exon	10310604	10310759	155	5632	1
NC_021684.1	Gnomon	intron	10310760	10311963	1203	5633	1
NC_021684.1	Gnomon	exon	10311964	10312146	182	5634	1
NC_021684.1	Gnomon	intron	10312147	10312899	752	5635	1
NC_021684.1	Gnomon	exon	10312900	10313142	242	5636	1
NC_021684.1	Gnomon	intron	10313143	10313278	135	5637	1
NC_021684.1	Gnomon	exon	10313279	10313391	112	5638	1
NC_021684.1	Gnomon	intron	10313392	10313609	217	5639	1
NC_021684.1	Gnomon	exon	10313610	10313736	126	5640	1
NC_021684.1	Gnomon	intron	10313737	10314048	311	5641	1
NC_021684.1	Gnomon	exon	10314049	10314299	250	5642	1
NC_021684.1	Gnomon	intron	10314300	10314826	526	5643	1
NC_021684.1	Gnomon	exon	10314827	10314920	93	5644	1
NC_021684.1	Gnomon	intron	10314921	10316083	1162	5645	1
NC_021684.1	Gnomon	exon	10316084	10316275	191	5646	1
NC_021684.1	Gnomon	intron	10316276	10316454	178	5647	1
NC_021684.1	Gnomon	exon	10316455	10316589	134	5648	1
NC_021684.1	Gnomon	intron	10316590	10317427	837	5649	1
NC_021684.1	Gnomon	exon	10317428	10317635	207	5650	1
NC_021684.1	Gnomon	intron	10317636	10317883	247	5651	1
NC_021684.1	Gnomon	exon	10317884	10318103	219	5652	1
NC_021684.1	Gnomon	intron	10318104	10319249	1145	5653	1
NC_021684.1	Gnomon	exon	10319250	10319513	263	5654	1
NC_021684.1	Gnomon	intron	10319514	10320117	603	5655	1
NC_021684.1	Gnomon	exon	10320118	10320293	175	5656	1
NC_021684.1	Gnomon	intron	10320294	10320837	543	5657	1
NC_021684.1	Gnomon	exon	10320838	10320893	55	5658	1
NC_021684.1	Gnomon	intron	10320894	10320945	51	5659	1
NC_021684.1	Gnomon	exon	10320946	10321150	204	5660	1
NC_021684.1	Gnomon	intron	10321151	10321902	751	5661	1
NC_021684.1	Gnomon	exon	10321903	10322045	142	5662	1
NC_021684.1	Gnomon	intron	10322046	10326031	3985	5663	1
NC_021684.1	Gnomon	exon	10326032	10326055	23	5664	1
NC_021684.1	Gnomon	intron	10326056	10326824	768	5665	1
NC_021684.1	Gnomon	exon	10326825	10326954	129	5666	1
NC_021684.1	Gnomon	intron	10326955	10328310	1355	5667	1
NC_021684.1	Gnomon	exon	10328311	10328446	135	5668	1
NC_021684.1	Gnomon	intron	10328447	10330658	2211	5669	1
NC_021684.1	Gnomon	exon	10330659	10330861	202	5670	1
NC_021684.1	Gnomon	intron	10330862	10331015	153	5671	1
NC_021684.1	Gnomon	exon	10331016	10331148	132	5672	1
NC_021684.1	Gnomon	intron	10331149	10334045	2896	5673	1
NC_021684.1	Gnomon	exon	10334046	10334132	86	5674	1
NC_021684.1	Gnomon	intron	10334133	10335729	1596	5675	1
NC_021684.1	Gnomon	exon	10335730	10335802	72	5676	1
NC_021684.1	Gnomon	intron	10335803	10336754	951	5677	1
NC_021684.1	Gnomon	exon	10336755	10336834	79	5678	1
NC_021684.1	Gnomon	intron	10336835	10338146	1311	5679	1
NC_021684.1	Gnomon	exon	10338147	10338257	110	5680	1
NC_021684.1	Gnomon	intron	10338258	10338744	486	5681	1
NC_021684.1	Gnomon	exon	10338745	10338805	60	5682	1
NC_021684.1	Gnomon	intron	10338806	10339828	1022	5683	1
NC_021684.1	Gnomon	exon	10339829	10339931	102	5684	1
NC_021684.1	Gnomon	intron	10339932	10340537	605	5685	1
NC_021684.1	Gnomon	exon	10340538	10340618	80	5686	1
NC_021684.1	Gnomon	intron	10340619	10341715	1096	5687	1
NC_021684.1	Gnomon	exon	10341716	10344573	2857	5688	1
NC_021684.1	Gnomon	intron	10344574	10347267	2693	5689	1
NC_021684.1	Gnomon	exon	10347268	10347415	147	5690	1
NC_021684.1	Gnomon	intron	10347416	10347501	85	5691	1
NC_021684.1	Gnomon	exon	10347502	10347603	101	5692	1
NC_021684.1	Gnomon	intron	10347604	10349034	1430	5693	1
NC_021684.1	Gnomon	exon	10349035	10349164	129	5694	1
NC_021684.1	Gnomon	intron	10349165	10350149	984	5695	1
NC_021684.1	Gnomon	exon	10350150	10350204	54	5696	1
NC_021684.1	Gnomon	intron	10350205	10351619	1414	5697	1
NC_021684.1	Gnomon	exon	10351620	10351746	126	5698	1
NC_021684.1	Gnomon	intron	10351747	10355625	3878	5699	1
NC_021684.1	Gnomon	exon	10355626	10355661	35	5700	1
NC_021684.1	Gnomon	intron	10355662	10378884	23222	5701	1
NC_021684.1	Gnomon	exon	10378885	10378905	20	5702	1
NC_021684.1	Gnomon	intron	10378906	10385045	6139	5703	1
NC_021684.1	Gnomon	exon	10385046	10385129	83	5704	1
NC_021684.1	Gnomon	intron	10385130	10406327	21197	5705	1
NC_021684.1	Gnomon	exon	10406328	10406398	70	5706	1
NC_021684.1	Gnomon	intron	10406399	10421778	15379	5707	1
NC_021684.1	Gnomon	exon	10421779	10421914	135	5708	1
NC_021684.1	Gnomon	intron	10421915	10460844	38929	5709	1
NC_021684.1	Gnomon	exon	10460845	10461383	538	5710	1
NC_021684.1	Gnomon	intron	10461384	10502077	40693	5711	1
NC_021684.1	Gnomon	exon	10502078	10503412	1334	5712	1
NC_021684.1	Gnomon	intron	10503413	10510312	6899	5713	1
NC_021684.1	Gnomon	exon	10510313	10510495	182	5714	1
NC_021684.1	Gnomon	intron	10510496	10540984	30488	5715	1
NC_021684.1	Gnomon	exon	10540985	10541125	140	5716	1
NC_021684.1	Gnomon	intron	10541126	10543124	1998	5717	1
NC_021684.1	Gnomon	exon	10543125	10543225	100	5718	1
NC_021684.1	Gnomon	intron	10543226	10543663	437	5719	1
NC_021684.1	Gnomon	exon	10543664	10543787	123	5720	1
NC_021684.1	Gnomon	intron	10543788	10545844	2056	5721	1
NC_021684.1	Gnomon	exon	10545845	10545998	153	5722	1
NC_021684.1	Gnomon	intron	10545999	10546635	636	5723	1
NC_021684.1	Gnomon	exon	10546636	10546735	99	5724	1
NC_021684.1	Gnomon	intron	10546736	10556398	9662	5725	1
NC_021684.1	Gnomon	exon	10556399	10556513	114	5726	1
NC_021684.1	Gnomon	intron	10556514	10561082	4568	5727	1
NC_021684.1	Gnomon	exon	10561083	10561283	200	5728	1
NC_021684.1	Gnomon	intron	10561284	10569322	8038	5729	1
NC_021684.1	Gnomon	exon	10569323	10569419	96	5730	1
NC_021684.1	Gnomon	intron	10569420	10569712	292	5731	1
NC_021684.1	Gnomon	exon	10569713	10569903	190	5732	1
NC_021684.1	Gnomon	intron	10569904	10573452	3548	5733	1
NC_021684.1	Gnomon	exon	10573453	10573604	151	5734	1
NC_021684.1	Gnomon	intron	10573605	10573918	313	5735	1
NC_021684.1	Gnomon	exon	10573919	10574039	120	5736	1
NC_021684.1	Gnomon	intron	10574040	10574356	316	5737	1
NC_021684.1	Gnomon	exon	10574357	10574493	136	5738	1
NC_021684.1	Gnomon	intron	10574494	10575029	535	5739	1
NC_021684.1	Gnomon	exon	10575030	10575197	167	5740	1
NC_021684.1	Gnomon	intron	10575198	10576069	871	5741	1
NC_021684.1	Gnomon	exon	10576070	10576163	93	5742	1
NC_021684.1	Gnomon	intron	10576164	10576635	471	5743	1
NC_021684.1	Gnomon	exon	10576636	10576875	239	5744	1
NC_021684.1	Gnomon	intron	10576876	10577031	155	5745	1
NC_021684.1	Gnomon	exon	10577032	10577175	143	5746	1
NC_021684.1	Gnomon	intron	10577176	10577866	690	5747	1
NC_021684.1	Gnomon	exon	10577867	10578101	234	5748	1
NC_021684.1	Gnomon	intron	10578102	10579450	1348	5749	1
NC_021684.1	Gnomon	exon	10579451	10579593	142	5750	1
NC_021684.1	Gnomon	intron	10579594	10582059	2465	5751	1
NC_021684.1	Gnomon	exon	10582060	10582316	256	5752	1
NC_021684.1	Gnomon	intron	10582317	10586762	4445	5753	1
NC_021684.1	Gnomon	exon	10586763	10586829	66	5754	1
NC_021684.1	Gnomon	intron	10586830	10591443	4613	5755	1
NC_021684.1	Gnomon	exon	10591444	10591590	146	5756	1
NC_021684.1	Gnomon	intron	10591591	10592493	902	5757	1
NC_021684.1	Gnomon	exon	10592494	10592653	159	5758	1
NC_021684.1	Gnomon	intron	10592654	10593205	551	5759	1
NC_021684.1	Gnomon	exon	10593206	10593309	103	5760	1
NC_021684.1	Gnomon	intron	10593310	10593732	422	5761	1
NC_021684.1	Gnomon	exon	10593733	10593829	96	5762	1
NC_021684.1	Gnomon	intron	10593830	10594489	659	5763	1
NC_021684.1	Gnomon	exon	10594490	10594680	190	5764	1
NC_021684.1	Gnomon	intron	10594681	10595347	666	5765	1
NC_021684.1	Gnomon	exon	10595348	10595517	169	5766	1
NC_021684.1	Gnomon	intron	10595518	10597148	1630	5767	1
NC_021684.1	Gnomon	exon	10597149	10597361	212	5768	1
NC_021684.1	Gnomon	intron	10597362	10600325	2963	5769	1
NC_021684.1	Gnomon	exon	10600326	10600476	150	5770	1
